search_id,user_id,requested_at,service_provider,product_name,pickup_address,pickup_lat,pickup_lng,destination_address,destination_lat,destination_lng,currency,price_min,price_max,eta_seconds,surge_multiplier,service_level,distance_meters,duration_seconds,price_min_discounted,price_max_discounted,data_source,region,pickup_place_types,destination_place_types,session_id
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,Taxi,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,69.0,91.0,,,Standard,32006,1945,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,UberX,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,48.49,48.49,420.0,1.0,Standard,32006,1666,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,UberXL,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,80.11,80.11,540.0,1.0,XL,32006,1725,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,WAV,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,48.49,48.49,,1.0,WAV,32006,1945,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,UberX Share,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,45.23,45.23,420.0,1.0,Pool,32006,1631,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,Black SUV,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,134.22,134.22,480.0,1.0,Luxury,32006,1702,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,Comfort,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,57.92,57.92,480.0,1.0,Standard,32006,1704,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,Uber Pet,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,54.81,54.81,540.0,1.0,Standard,32006,1667,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
a4d34435-87cb-45f7-b302-3bce01a9aec6,51b12346-6fe0-4ef2-9063-5426ea44fc8a,2024-07-26 06:56:02.774-04,UBER,Black,"144 Washington Ave, Needham",42.28516069,-71.22301031,Logan Airport (BOS),42.3653985,-71.0107832,USD,119.1,119.1,600.0,1.0,Luxury,32006,1723,,,UberMobileAppApi,Boston,{premise},"{establishment,point_of_interest,airport}",add284bc-6c78-4800-935c-5b77461bf887
79fa4a9d-bb06-4549-9ce7-8af97441d244,5595b8be-2dc4-4c5f-805e-d399f89a1c0a,2024-08-02 20:36:02.925-04,LYFT,Lyft Priority Pickup,"16 Pemberton St, Lowell",42.66444386,-71.29909892,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,59.0,59.0,360.0,1.0,Standard,56690,2940,,,LyftMobileAppApiRandomAccount,Boston,"{restaurant,point_of_interest,park,food,establishment}","{establishment,point_of_interest,airport}",cf317956-f841-48e2-980e-4db1b2349deb
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft Priority Pickup,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,48.66,48.66,600.0,2.29,Standard,9354,1500,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft Standard,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,40.75,40.75,900.0,2.29,Standard,9354,1800,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft Wait & Save,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,29.96,29.96,600.0,2.29,Standard,9354,1860,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft Extra Comfort,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,44.22,44.22,900.0,1.81,Luxury,9354,1800,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft XL,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,44.72,44.72,720.0,1.32,XL,9354,1620,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft Black SUV,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,50.85,50.85,660.0,1.0,Luxury,9354,1560,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:01.509-04,LYFT,Lyft Black,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,45.22,45.22,600.0,1.0,Luxury,9354,1500,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,UberXXL,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,61.71,61.71,,1.7,XL,9354,1717,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,Uber Green,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,44.79,44.79,,2.4,Standard,9354,1640,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,UberX Priority,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,46.15,46.15,,2.4,Standard,9354,1234,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,Taxi,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,26.0,33.0,,,Standard,9354,1069,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,UberX,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,41.65,41.65,,2.4,Standard,9354,1294,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,UberXL,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,46.34,46.34,,1.8,XL,9354,1407,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,WAV,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,41.65,41.65,,2.4,WAV,9354,1069,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,UberX Share,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,32.87,32.87,,2.4,Pool,9354,1261,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,Black SUV,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,51.6,51.6,,1.1,Luxury,9354,1507,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,Comfort,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,42.7,42.7,,2.1,Standard,9354,1505,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,UberX Saver,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,34.32,34.32,,1.9,Standard,9354,2138,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,Uber Pet,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,47.65,47.65,,2.4,Standard,9354,1190,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.821-04,UBER,Black,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,49.56,49.56,,1.3,Luxury,9354,1564,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,UberXXL,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,61.6,61.6,,1.7,XL,9354,1717,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft Priority Pickup,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,48.66,48.66,600.0,2.29,Standard,9354,1500,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft Standard,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,40.75,40.75,840.0,2.29,Standard,9354,1740,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft Wait & Save,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,29.96,29.96,600.0,2.29,Standard,9354,1740,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft Extra Comfort,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,44.22,44.22,780.0,1.81,Luxury,9354,1680,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft XL,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,44.72,44.72,840.0,1.32,XL,9354,1740,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft Black SUV,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,50.85,50.85,720.0,1.0,Luxury,9354,1620,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
b81e6586-986e-4a5a-b06e-368bcd769c82,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:23:18.992-04,LYFT,Lyft Black,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,45.22,45.22,600.0,1.0,Luxury,9354,1500,,,LyftMobileAppApiRandomAccount,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,Uber Green,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,44.67,44.67,,2.4,Standard,9354,1640,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,UberX Priority,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,46.02,46.02,,2.4,Standard,9354,1234,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,Taxi,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,25.0,33.0,,,Standard,9354,1069,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,UberX,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,41.52,41.52,,2.4,Standard,9354,1294,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,UberXL,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,48.39,48.39,,1.9,XL,9354,1407,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
4e5bb8ab-446c-4496-8639-a80051b6c5b3,25572cbf-0d5b-48b1-9e2f-7b92f2a1a090,2024-07-28 04:24:02.972-04,UBER,WAV,"38 Plymouth St, Cambridge",42.36881295,-71.09229792,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,41.52,41.52,,2.4,WAV,9354,1480,,,UberMobileAppApi,Boston,{street_address},"{establishment,point_of_interest,airport}",ff91aa4a-a214-477e-b651-635d7c644cca
79fa4a9d-bb06-4549-9ce7-8af97441d244,5595b8be-2dc4-4c5f-805e-d399f89a1c0a,2024-08-02 20:36:02.925-04,LYFT,Lyft Standard,"16 Pemberton St, Lowell",42.66444386,-71.29909892,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,56.72,56.72,480.0,1.0,Standard,56690,3060,,,LyftMobileAppApiRandomAccount,Boston,"{restaurant,point_of_interest,park,food,establishment}","{establishment,point_of_interest,airport}",cf317956-f841-48e2-980e-4db1b2349deb
79fa4a9d-bb06-4549-9ce7-8af97441d244,5595b8be-2dc4-4c5f-805e-d399f89a1c0a,2024-08-02 20:36:02.925-04,LYFT,Lyft Wait & Save,"16 Pemberton St, Lowell",42.66444386,-71.29909892,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,48.96,48.96,0.0,1.0,Standard,56690,3360,,,LyftMobileAppApiRandomAccount,Boston,"{restaurant,point_of_interest,park,food,establishment}","{establishment,point_of_interest,airport}",cf317956-f841-48e2-980e-4db1b2349deb
79fa4a9d-bb06-4549-9ce7-8af97441d244,5595b8be-2dc4-4c5f-805e-d399f89a1c0a,2024-08-02 20:36:02.925-04,LYFT,Lyft Extra Comfort,"16 Pemberton St, Lowell",42.66444386,-71.29909892,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,65.43,65.43,600.0,1.0,Luxury,56690,3180,,,LyftMobileAppApiRandomAccount,Boston,"{restaurant,point_of_interest,park,food,establishment}","{establishment,point_of_interest,airport}",cf317956-f841-48e2-980e-4db1b2349deb
79fa4a9d-bb06-4549-9ce7-8af97441d244,5595b8be-2dc4-4c5f-805e-d399f89a1c0a,2024-08-02 20:36:02.925-04,LYFT,Lyft Black SUV,"16 Pemberton St, Lowell",42.66444386,-71.29909892,Boston Logan International Airport (BOS),42.3653985,-71.0107832,USD,151.47,151.47,1020.0,1.0,Luxury,56690,3600,,,LyftMobileAppApiRandomAccount,Boston,"{restaurant,point_of_interest,park,food,establishment}","{establishment,point_of_interest,airport}",cf317956-f841-48e2-980e-4db1b2349deb
